"","species","population","season","bounds","static","beta","layer","type","sql","reclass","mean","sdev"
"158","caribou","DU7","LW","rast.du7_bounds","Y",-0.14484,"dt_watercourses","DT","rast.dt_watercourses","",7503.31,6691.42
"159","caribou","DU7","LW","rast.du7_bounds","Y",0.05753,"dt_waterbodies","DT","rast.dt_waterbodies","",3721.39,3577.95
"160","caribou","DU7","LW","rast.du7_bounds","Y",0.62338,"dem","","rast.dem","",1253.91,315.65
"161","caribou","DU7","LW","rast.du7_bounds","N",-0.23203,"blocks_0_4","DT","blockid > 0 AND age BETWEEN 0 AND 4","",40847.28,43498.42
"162","caribou","DU7","LW","rast.du7_bounds","N",-0.12232,"blocks_5_60","DT","blockid > 0 AND age BETWEEN 5 AND 60","",17357.5,25323.27
"163","caribou","DU7","LW","rast.du7_bounds","N",0.0549,"dt_crds_resource","DT","roadyear >= 0","",4305.23,5754.29
"164","caribou","DU7","LW","rast.du7_bounds","Y",-0.03995,"dt_crds_paved","DT","rast.dt_crds_paved","",17758.43,12549.83
"165","caribou","DU7","LW","rast.du7_bounds","Y",-0.07823,"dt_pipelines","DT","rast.dt_pipelines","",74169.2,58711.5
"166","caribou","DU7","LW","rast.du7_bounds","Y",0.06174,"beetle_1_to_5","UP","rast.beetle_1_to_5","",0,1
"167","caribou","DU7","LW","rast.du7_bounds","Y",0.38404,"beetle_6_to_9","UP","rast.beetle_6_to_9","",0,1
"168","caribou","DU7","LW","rast.du7_bounds","Y",0.14815,"fire_1_to_5","UP","rast.fire_1_to_5","",0,1
"169","caribou","DU7","LW","rast.du7_bounds","Y",-0.27892,"fire_6_to_25","UP","rast.fire_6_to_25","",0,1
"170","caribou","DU7","LW","rast.du7_bounds","Y",0.01433,"fire_gt_25","UP","rast.fire_gt_25","",0,1
"171","caribou","DU7","LW","rast.du7_bounds","N",-0.0463,"age","UP","age","",106.37,69.28
"172","caribou","DU8","S","rast.du8_bounds","Y",-0.20115,"vri2017_siteindex","","rast.vri2017_siteindex","",6.13,4.21
"173","caribou","DU7","LW","rast.du7_bounds","N",-0.12244,"crownclosure","UP","crownclosure","",24.52,19.58
"174","caribou","DU7","LW","rast.du7_bounds","Y",-0.10422,"tave_wt","UP","rast.tave_wt","",-9.27,2.12
"175","caribou","DU7","LW","rast.du7_bounds","Y",-0.45722,"ppt_snow_winter","UP","rast.ppt_snow_winter","",126.93,55.87
"176","caribou","DU7","S","rast.du7_bounds","Y",-1.016,"int","","","",0,1
"177","caribou","DU7","S","rast.du7_bounds","Y",-0.41,"bc_ha_slope","","rast.bc_ha_slope","",14.62,12.18
"178","caribou","DU7","S","rast.du7_bounds","Y",-0.259,"dt_watercourses","DT","rast.dt_watercourses","",10313.19,8916.28
"179","caribou","DU7","S","rast.du7_bounds","Y",0.005,"dt_waterbodies","DT","rast.dt_waterbodies","",3526.87,2943.8
"180","caribou","DU7","S","rast.du7_bounds","Y",0.745,"dem","","rast.dem","",1558.78,316.76
"181","caribou","DU7","S","rast.du7_bounds","N",-0.032,"blocks_0_4","DT","blockid > 0 AND age BETWEEN 0 AND 4","",49411.92,44659.35
"182","caribou","DU7","S","rast.du7_bounds","N",0.029,"blocks_5_60","DT","blockid > 0 AND age BETWEEN 5 AND 60","",22547.88,21144.26
"183","caribou","DU7","S","rast.du7_bounds","N",0.038,"dt_crds_resource","DT","roadyear >= 0","",7932.55,7522.24
"184","caribou","DU7","S","rast.du7_bounds","Y",-0.016,"dt_crds_paved","DT","rast.dt_crds_paved","",23334.3,12985.42
"185","caribou","DU7","S","rast.du7_bounds","Y",-0.017,"dt_pipelines","DT","rast.dt_pipelines","",81717.07,57816.89
"186","caribou","DU7","S","rast.du7_bounds","Y",-0.174,"beetle_1_to_5","UP","rast.beetle_1_to_5","",0,1
"187","caribou","DU7","S","rast.du7_bounds","Y",-0.095,"beetle_6_to_9","UP","rast.beetle_6_to_9","",0,1
"188","caribou","DU7","S","rast.du7_bounds","Y",0.454,"fire_1_to_5","UP","rast.fire_1_to_5","",0,1
"189","caribou","DU7","S","rast.du7_bounds","Y",-0.378,"fire_6_to_25","UP","rast.fire_6_to_25","",0,1
"190","caribou","DU7","S","rast.du7_bounds","Y",0.07,"fire_gt_25","UP","rast.fire_gt_25","",0,1
"191","caribou","DU7","S","rast.du7_bounds","N",-0.14,"age","UP","age","",95.43,83.95
"192","caribou","DU7","S","rast.du7_bounds","Y",0.049,"vri2017_bryoidcoverpct","UP","rast.vri2017_bryoidcoverpct","",4.4,9.16
"193","caribou","DU7","S","rast.du7_bounds","Y",0.103,"vri2017_shrubcrownclosure","UP","rast.vri2017_shrubcrownclosure","",12.45,16.13
"194","caribou","DU7","S","rast.du7_bounds","Y",0.449,"mat","UP","rast.mat","",-0.43,1.52
"195","caribou","DU7","S","rast.du7_bounds","Y",0.013,"map","UP","rast.map","",850.99,274.19
"196","caribou","DU9","EW","rast.du9_bounds","Y",-2.82,"int","","","",0,1
"197","caribou","DU9","EW","rast.du9_bounds","Y",-0.4,"bc_ha_slope","","rast.bc_ha_slope","",22,12
"198","caribou","DU9","EW","rast.du9_bounds","Y",0.14,"dt_watercourses","DT","rast.dt_watercourses","",6862,3754
"199","caribou","DU9","EW","rast.du9_bounds","Y",-0.16,"dt_waterbodies","DT","rast.dt_waterbodies","",2296,1553
"200","caribou","DU9","EW","rast.du9_bounds","Y",1.92,"dem","","rast.dem","",1681,317
"201","caribou","DU9","EW","rast.du9_bounds","N",-0.88,"blocks_0_4","DT","blockid > 0 AND age BETWEEN 0 AND 4","",8537,8896
"202","caribou","DU9","EW","rast.du9_bounds","N",0.1,"blocks_5_9","DT","blockid > 0 AND age BETWEEN 5 AND 9","",6425,5271
"203","caribou","DU9","EW","rast.du9_bounds","N",0.1,"blocks_10_29","DT","blockid > 0 AND age BETWEEN 10 AND 29","",4202,4122
"204","caribou","DU9","EW","rast.du9_bounds","N",-0.06,"blocks_30_60","DT","blockid > 0 AND age BETWEEN 30 AND 60","",8055,6896
"205","caribou","DU9","EW","rast.du9_bounds","N",-0.29,"dt_crds_resource","DT","roadyear >= 0","",2701,2583
"206","caribou","DU9","EW","rast.du9_bounds","Y",-1.08,"dt_pipelines","DT","rast.dt_pipelines","",26610,19385
"207","caribou","DU9","EW","rast.du9_bounds","Y",0.37,"beetle_1_to_5","UP","rast.beetle_1_to_5","",0,1
"208","caribou","DU9","EW","rast.du9_bounds","Y",0.37,"beetle_6_to_9","UP","rast.beetle_6_to_9","",0,1
"209","caribou","DU9","EW","rast.du9_bounds","Y",-1.46,"fire_6_to_25","UP","rast.fire_6_to_25","",0,1
"210","caribou","DU9","EW","rast.du9_bounds","Y",-1.04,"fire_gt_25","UP","rast.fire_gt_25","",0,1
"211","caribou","DU9","EW","rast.du9_bounds","Y",1.08,"mat","UP","rast.mat","",1,1
"212","caribou","DU9","EW","rast.du9_bounds","N",0.14,"age","UP","age","",138,84
"213","caribou","DU9","EW","rast.du9_bounds","N",0.1,"crownclosure","UP","crownclosure","",31,23
"214","caribou","DU9","EW","rast.du9_bounds","Y",0.24,"vri2017_herbcoverpct","UP","rast.vri2017_bryoidcoverpct","",13,19
"215","caribou","DU9","EW","rast.du9_bounds","Y",-0.15,"vri2017_shrubcrownclosure","UP","rast.vri2017_shrubcrownclosure","",10,16
"216","caribou","DU9","LW","rast.du9_bounds","Y",-2.8,"int","","","",0,1
"217","caribou","DU9","LW","rast.du9_bounds","Y",-0.67,"bc_ha_slope","","rast.bc_ha_slope","",0,13
"218","caribou","DU9","LW","rast.du9_bounds","Y",-0.44,"dt_watercourses","DT","rast.dt_watercourses","",23,4519
"219","caribou","DU9","LW","rast.du9_bounds","Y",0,"dt_waterbodies","DT","rast.dt_waterbodies","",8645,1398
"220","caribou","DU9","LW","rast.du9_bounds","Y",0.7,"dem","","rast.dem","",2135,249
"221","caribou","DU9","LW","rast.du9_bounds","N",-0.34,"blocks_0_4","DT","blockid > 0 AND age BETWEEN 0 AND 4","",1850,5134
"222","caribou","DU9","LW","rast.du9_bounds","N",-0.17,"blocks_5_9","DT","blockid > 0 AND age BETWEEN 5 AND 9","",7526,5663
"223","caribou","DU9","LW","rast.du9_bounds","N",0.18,"blocks_10_29","DT","blockid > 0 AND age BETWEEN 10 AND 29","",3022,3217
"224","caribou","DU9","LW","rast.du9_bounds","N",-0.37,"blocks_30_60","DT","blockid > 0 AND age BETWEEN 30 AND 60","",4826,5115
"225","caribou","DU9","LW","rast.du9_bounds","N",0.31,"dt_crds_resource","DT","roadyear >= 0","",1965,2499
"226","caribou","DU9","LW","rast.du9_bounds","Y",-0.86,"beetle_1_to_5","UP","rast.beetle_1_to_5","",0,1
"227","caribou","DU9","LW","rast.du9_bounds","Y",1.03,"beetle_6_to_9","UP","rast.beetle_6_to_9","",0,1
"228","caribou","DU9","LW","rast.du9_bounds","Y",-0.69,"fire_6_to_25","UP","rast.fire_6_to_25","",0,1
"229","caribou","DU9","LW","rast.du9_bounds","Y",-0.93,"fire_gt_25","UP","rast.fire_gt_25","",0,1
"230","caribou","DU9","LW","rast.du9_bounds","N",0.25,"age","UP","age","",137,83
"231","caribou","DU9","LW","rast.du9_bounds","Y",0.1,"vri2017_herbcoverpct","UP","rast.vri2017_herbcoverpct","",14,17
"232","caribou","DU9","LW","rast.du9_bounds","Y",-0.01,"vri2017_shrubcrownclosure","UP","rast.vri2017_shrubcrownclosure","",15,17
"233","caribou","DU9","LW","rast.du9_bounds","N",0.11,"crownclosure","UP","crownclosure","",26,21
"234","caribou","DU9","LW","rast.du9_bounds","Y",0.17,"ppt_snow_winter","UP","rast.ppt_snow_winter","",447,71
"235","caribou","DU9","LW","rast.du9_bounds","Y",-0.19,"tave_wt","","rast.tave_wt","",-8,1
"236","caribou","DU9","S","rast.du9_bounds","Y",-2.2,"int","","","",0,1
"237","caribou","DU9","S","rast.du9_bounds","Y",-0.41,"bc_ha_slope","","rast.bc_ha_slope","",23,12
"238","caribou","DU9","S","rast.du9_bounds","Y",-0.04,"dt_watercourses","","rast.dt_watercourses","",7252,4316
"239","caribou","DU9","S","rast.du9_bounds","Y",0.24,"dt_waterbodies","","rast.dt_waterbodies","",2903,2228
"240","caribou","DU9","S","rast.du9_bounds","Y",0.68,"dem","","rast.dem","",1669,271
"241","caribou","DU9","S","rast.du9_bounds","N",0.04,"blocks_0_4","DT","blockid > 0 AND age BETWEEN 0 AND 4","",11162,7215
"242","caribou","DU9","S","rast.du9_bounds","N",0.03,"blocks_5_9","DT","blockid > 0 AND age BETWEEN 5 AND 9","",11000,5475
"243","caribou","DU9","S","rast.du9_bounds","N",0.22,"blocks_10_29","DT","blockid > 0 AND age BETWEEN 10 AND 29","",5260,3662
"244","caribou","DU9","S","rast.du9_bounds","N",0.13,"blocks_30_60","DT","blockid > 0 AND age BETWEEN 30 AND 60","",8273,6593
"245","caribou","DU9","S","rast.du9_bounds","N",-0.05,"dt_crds_resource","DT","roadyear >= 0","",3403,3179
"246","caribou","DU9","S","rast.du9_bounds","Y",0.11,"dt_pipelines","DT","rast.dt_pipelines","",29455,21313
"247","caribou","DU9","S","rast.du9_bounds","Y",0.04,"fire_6_to_25","UP","rast.fire_6_to_25","",0,1
"248","caribou","DU9","S","rast.du9_bounds","Y",-2.03,"fire_gt_25","UP","rast.fire_gt_25","",0,1
"249","caribou","DU9","S","rast.du9_bounds","N",0.15,"age","UP","age","",146,86
"250","caribou","DU9","S","rast.du9_bounds","Y",-0.05,"vri2017_herbcoverpct","UP","rast.vri2017_herbcoverpct","",16,17
"251","caribou","DU9","S","rast.du9_bounds","Y",0.04,"vri2017_shrubcrownclosure","UP","rast.vri2017_shrubcrownclosure","",20,21
"252","moose","DU7","LW","rast.du7_bounds","Y",-4.51,"int","","","",0,1
"253","moose","DU7","LW","rast.du7_bounds","Y",0.00547,"dem","","rast.dem","",0,1
"254","moose","DU7","LW","rast.du7_bounds","Y",-6e-05,"northnessx1000","","rast.northnessx1000","",0,1
"255","moose","DU7","LW","rast.du7_bounds","N",-0.06,"blocks_1_15","UP","blockid > 0 AND age BETWEEN 0 AND 15","",0,1
"256","moose","DU7","LW","rast.du7_bounds","N",0.01,"blocks_16_40","UP","blockid > 0 AND age BETWEEN 16 AND 40","",0,1
"257","moose","DU7","C","rast.du7_bounds","Y",-3.48,"int","","","",0,1
"258","moose","DU7","C","rast.du7_bounds","Y",0.00383,"dem","","rast.dem","",0,1
"259","moose","DU7","C","rast.du7_bounds","Y",-0.00011,"northnessx1000","","rast.northnessx1000","",0,1
"260","moose","DU7","C","rast.du7_bounds","N",-0.12,"blocks_1_15","UP","blockid > 0 AND age BETWEEN 0 AND 15","",0,1
"261","moose","DU7","C","rast.du7_bounds","N",-0.65,"blocks_16_40","UP","blockid > 0 AND age BETWEEN 16 AND 40","",0,1
"262","moose","DU7","S","rast.du7_bounds","Y",-3.81,"int","","","",0,1
"263","moose","DU7","S","rast.du7_bounds","Y",0.00387,"dem","","rast.dem","",0,1
"264","moose","DU7","LW","rast.du7_bounds","Y",0.41,"fire_old_25","UP","rast.fire_old_25","",0,1
"265","moose","DU7","S","rast.du7_bounds","Y",0.17,"fire_old_25","UP","rast.fire_old_25","",0,1
"266","moose","DU7","LW","rast.du7_bounds","Y",0.26,"fire_not_pine_15","UP","rast.fire_not_pine_15","",0,1
"267","moose","DU7","C","rast.du7_bounds","Y",0.23,"fire_not_pine_15","UP","rast.fire_not_pine_15","",0,1
"268","moose","DU7","S","rast.du7_bounds","Y",0.23,"fire_not_pine_15","UP","rast.fire_not_pine_15","",0,1
"269","moose","DU7","LW","rast.du7_bounds","Y",-0.41,"fire_pine_15","UP","rast.fire_pine_15","",0,1
"270","moose","DU7","C","rast.du7_bounds","Y",-0.22,"fire_pine_15","UP","rast.fire_pine_15","",0,1
"271","caribou","DU9","S","rast.du9_bounds","Y",0.07,"dt_mines","DT","rast.dt_mines","",32868,8951
"272","moose","DU7","LW","rast.du7_bounds","Y",0.11,"vri2017_conifer","UP","rast.vri2017_conifer","",0,1
"273","moose","DU7","C","rast.du7_bounds","Y",-0.07,"vri2017_conifer","UP","rast.vri2017_conifer","",0,1
"274","moose","DU7","S","rast.du7_bounds","Y",0.29,"vri2017_conifer","UP","rast.vri2017_conifer","",0,1
"275","moose","DU7","LW","rast.du7_bounds","Y",0.32,"vri2017_deciduous","UP","rast.vri2017_deciduous","",0,1
"276","moose","DU7","C","rast.du7_bounds","Y",0.59,"vri2017_deciduous","UP","rast.vri2017_deciduous","",0,1
"277","moose","DU7","S","rast.du7_bounds","Y",0.2,"vri2017_deciduous","UP","rast.vri2017_deciduous","",0,1
"278","moose","DU7","LW","rast.du7_bounds","Y",0.63,"vri2017_herb","UP","rast.vri2017_herb","",0,1
"279","moose","DU7","C","rast.du7_bounds","Y",0.97,"vri2017_herb","UP","rast.vri2017_herb","",0,1
"280","moose","DU7","S","rast.du7_bounds","Y",0.14,"vri2017_herb","UP","rast.vri2017_herb","",0,1
"281","moose","DU7","LW","rast.du7_bounds","Y",-1.95,"vri2017_urban","UP","rast.vri2017_urban","",0,1
"282","moose","DU7","C","rast.du7_bounds","Y",-0.55,"vri2017_urban","UP","rast.vri2017_urban","",0,1
"283","moose","DU7","LW","rast.du7_bounds","Y",-0.22,"vri2017_pine","UP","rast.vri2017_pine","",0,1
"284","moose","DU7","C","rast.du7_bounds","Y",-0.16,"vri2017_pine","UP","rast.vri2017_pine","",0,1
"285","moose","DU7","S","rast.du7_bounds","Y",0.14,"vri2017_pine","UP","rast.vri2017_pine","",0,1
"286","moose","DU7","LW","rast.du7_bounds","Y",0.47,"vri2017_nonveg_land_no_urban","UP","rast.vri2017_nonveg_land_no_urban","",0,1
"287","moose","DU7","LW","rast.du7_bounds","Y",0.23,"vri2017_nonveg_water","UP","rast.vri2017_nonveg_water","",0,1
"288","moose","DU7","C","rast.du7_bounds","Y",-0.03,"vri2017_nonveg_water","UP","rast.vri2017_nonveg_water","",0,1
"289","moose","DU7","S","rast.du7_bounds","Y",-0.06,"vri2017_nonveg_water","UP","rast.vri2017_nonveg_water","",0,1
"290","caribou","DU9","S","rast.du9_bounds","Y",0.04,"vri2017_siteindex","","rast.vri2017_siteindex","",6,5
"291","moose","DU7","S","rast.du7_bounds","N",-0.3,"blocks_1_15","UP","blockid > 0 AND age BETWEEN 0 AND 15","",0,1
"292","moose","DU7","S","rast.du7_bounds","N",-0.1,"blocks_16_40","UP","blockid > 0 AND age BETWEEN 16 AND 40","",0,1
"293","moose","DU7","F","rast.du7_bounds","Y",-1.76,"int","","","",0,1
"294","moose","DU7","F","rast.du7_bounds","Y",4e-04,"dem","","rast.dem","",0,1
"295","moose","DU7","F","rast.du7_bounds","Y",4e-05,"northnessx1000","","rast.northnessx1000","",0,1
"296","moose","DU7","F","rast.du7_bounds","N",0.01,"blocks_1_15","UP","blockid > 0 AND age BETWEEN 0 AND 15","",0,1
"297","moose","DU7","F","rast.du7_bounds","N",-0.31,"blocks_16_40","UP","blockid > 0 AND age BETWEEN 16 AND 40","",0,1
"298","moose","DU7","EW","rast.du7_bounds","Y",-3.97,"int","","","",0,1
"299","moose","DU7","EW","rast.du7_bounds","Y",0.0043,"dem","","rast.dem","",0,1
"300","moose","DU7","EW","rast.du7_bounds","N",0.08,"blocks_1_15","UP","blockid > 0 AND age BETWEEN 0 AND 15","",0,1
"301","moose","DU7","EW","rast.du7_bounds","N",-0.2,"blocks_16_40","UP","blockid > 0 AND age BETWEEN 16 AND 40","",0,1
"302","moose","DU7","EW","rast.du7_bounds","Y",1e-05,"dt_crds_paved","DT","rast.dt_crds_paved","",0,1
"303","moose","DU7","EW","rast.du7_bounds","N",1e-05,"dt_crds_resource","DT","roadyear >= 0","",0,1
"304","moose","DU7","LW","rast.du7_bounds","Y",-3e-05,"eastnessx1000","","rast.eastnessx1000","",0,1
"305","moose","DU7","C","rast.du7_bounds","Y",0.00011,"eastnessx1000","","rast.eastnessx1000","",0,1
"306","moose","DU7","F","rast.du7_bounds","Y",3e-05,"eastnessx1000","","rast.eastnessx1000","",0,1
"307","moose","DU7","EW","rast.du7_bounds","Y",1e-05,"eastnessx1000","","rast.eastnessx1000","",0,1
"308","moose","DU7","LW","rast.du7_bounds","Y",-2.5e-06,"dem_sq","","rast.dem_sq","",0,1
"309","moose","DU7","C","rast.du7_bounds","Y",-1.8e-06,"dem_sq","","rast.dem_sq","",0,1
"310","moose","DU7","S","rast.du7_bounds","Y",-1.8e-06,"dem_sq","","rast.dem_sq","",0,1
"311","moose","DU7","F","rast.du7_bounds","Y",-3e-07,"dem_sq","","rast.dem_sq","",0,1
"312","moose","DU7","EW","rast.du7_bounds","Y",-2e-06,"dem_sq","","rast.dem_sq","",0,1
"313","moose","DU7","F","rast.du7_bounds","Y",-0.39,"fire_old_25","UP","rast.fire_old_25","",0,1
"314","moose","DU7","EW","rast.du7_bounds","Y",0.33,"fire_old_25","UP","rast.fire_old_25","",0,1
"315","moose","DU7","F","rast.du7_bounds","Y",0.21,"fire_not_pine_15","UP","rast.fire_not_pine_15","",0,1
"316","moose","DU7","EW","rast.du7_bounds","Y",-0.76,"fire_not_pine_15","UP","rast.fire_not_pine_15","",0,1
"317","moose","DU7","S","rast.du7_bounds","Y",-0.05,"fire_pine_15","UP","rast.fire_pine_15","",0,1
"318","moose","DU7","F","rast.du7_bounds","Y",-0.1,"fire_pine_15","UP","rast.fire_pine_15","",0,1
"319","moose","DU7","EW","rast.du7_bounds","Y",0.13,"fire_pine_15","UP","rast.fire_pine_15","",0,1
"320","caribou","DU8","LW","rast.du8_bounds","Y",0.2112,"dt_agriculture","DT","rast.dt_agriculture","",21330.17,8341.48
"321","caribou","DU7","EW","rast.du7_bounds","Y",-0.05,"dt_mines","DT","rast.dt_mines","",37553.03,15172.16
"322","caribou","DU7","LW","rast.du7_bounds","Y",0.11419,"dt_mines","DT","rast.dt_mines","",33168.18,17199.82
"323","caribou","DU7","S","rast.du7_bounds","Y",0.027,"dt_mines","DT","rast.dt_mines","",34228.3,15734.97
"324","moose","DU7","F","rast.du7_bounds","Y",0.18,"vri2017_conifer","UP","rast.vri2017_conifer","",0,1
"325","moose","DU7","EW","rast.du7_bounds","Y",-0.4,"vri2017_conifer","UP","rast.vri2017_conifer","",0,1
"326","moose","DU7","F","rast.du7_bounds","Y",0.28,"vri2017_deciduous","UP","rast.vri2017_deciduous","",0,1
"327","moose","DU7","EW","rast.du7_bounds","Y",0.18,"vri2017_deciduous","UP","rast.vri2017_deciduous","",0,1
"328","moose","DU7","F","rast.du7_bounds","Y",0.39,"vri2017_herb","UP","rast.vri2017_herb","",0,1
"329","moose","DU7","EW","rast.du7_bounds","Y",0.79,"vri2017_herb","UP","rast.vri2017_herb","",0,1
"330","moose","DU7","F","rast.du7_bounds","Y",-0.04,"vri2017_pine","UP","rast.vri2017_pine","",0,1
"331","moose","DU7","EW","rast.du7_bounds","Y",-0.71,"vri2017_pine","UP","rast.vri2017_pine","",0,1
"332","moose","DU7","F","rast.du7_bounds","Y",-0.06,"vri2017_nonveg_water","UP","rast.vri2017_nonveg_water","",0,1
"333","moose","DU7","EW","rast.du7_bounds","Y",0.56,"vri2017_nonveg_water","UP","rast.vri2017_nonveg_water","",0,1
"334","caribou","DU9","EW","rast.du9_bounds","Y",0.19,"vri2017_siteindex","","rast.vri2017_siteindex","",8,5
"335","caribou","DU9","LW","rast.du9_bounds","Y",0.24,"vri2017_siteindex","","rast.vri2017_siteindex","",8,5
"336","caribou","DU7","EW","rast.du7_bounds","Y",-0.05,"vri2017_siteindex","","rast.vri2017_siteindex","",7.01,4.17
"337","caribou","DU7","LW","rast.du7_bounds","Y",-0.04421,"vri2017_siteindex","","rast.vri2017_siteindex","",7.25,4.78
