"","X.1","X","distance_to_resource_road","distance_to_cut_1to4","distance_to_cut_5to40","distance_to_cut_5to9","distance_to_cut_10to40","HERD_NAME","animal_id","predict_du7","predict_du8","predict_du9","predict_du6"
"227",227,227,9,5,5,5,5,"Chinchaga","new",0.281733342,0.30478122030615,0.234786216680362,0.572986553251214
"228",228,228,10,5,5,5,5,"Chinchaga","new",0.293758641,0.335828749471548,0.262778537528372,0.62518241810114
"229",229,229,11,5,5,5,5,"Chinchaga","new",0.306078492,0.368363241890842,0.292831091709099,0.674621196099614
"230",230,230,12,5,5,5,5,"Chinchaga","new",0.318681878,0.40214122114518,0.324806336923534,0.720454775324522
"231",231,231,13,5,5,5,5,"Chinchaga","new",0.331556269,0.436874256736582,0.358503041821044,0.762108787320497
"232",232,232,14,5,5,5,5,"Chinchaga","new",0.34468764,0.472237626789728,0.39365740709539,0.799285243266712
"233",233,233,15,5,5,5,5,"Chinchaga","new",0.3580605,0.507881818102972,0.42994856384718,0.831933164318135
"234",234,234,16,5,5,5,5,"Chinchaga","new",0.371657936,0.543446057914908,0.467008536574005,0.860199465523611
"235",235,235,17,5,5,5,5,"Chinchaga","new",0.385461678,0.57857279260341,0.504436201427723,0.88437253894644
"236",236,236,18,5,5,5,5,"Chinchaga","new",0.39945218,0.6129218941357,0.541814213410577,0.90482826692539
"237",237,237,19,5,5,5,5,"Chinchaga","new",0.413608708,0.646183413997509,0.578727431907356,0.921984397391571
"238",238,238,20,5,5,5,5,"Chinchaga","new",0.427909462,0.678087908211302,0.614781140878896,0.936265718364115
"239",239,239,21,5,5,5,5,"Chinchaga","new",0.442331689,0.708413683155192,0.64961739231846,0.948079960095486
"240",240,240,22,5,5,5,5,"Chinchaga","new",0.45685183,0.736990695436582,0.682928091605928,0.957802930635442
"241",241,241,23,5,5,5,5,"Chinchaga","new",0.471445667,0.763701210859892,0.714463924327288,0.965770835996228
"242",242,242,24,5,5,5,5,"Chinchaga","new",0.486088478,0.788477630570945,0.744038791096028,0.972277740395226
"243",243,243,25,5,5,5,5,"Chinchaga","new",0.50075521,0.81129809265618,0.771529958279535,0.977576413554012
"244",244,244,26,5,5,5,5,"Chinchaga","new",0.515420642,0.832180546274538,0.796874559063358,0.981881201981605
"245",245,245,27,5,5,5,5,"Chinchaga","new",0.530059564,0.851175985574124,0.820063341809904,0.985371940881589
"246",246,246,28,5,5,5,5,"Chinchaga","new",0.544646947,0.868361448125668,0.841132654868054,0.988198242940888
"247",247,247,29,5,5,5,5,"Chinchaga","new",0.559158116,0.883833257719608,0.860155606086723,0.990483746038465
"248",248,248,30,5,5,5,5,"Chinchaga","new",0.573568912,0.897700851903274,0.877233186786091,0.992330078774402
"249",249,249,0,5,5,5,5,"Snake-Sahtaneh","new",0.187854543,0.108237131564126,0.0737400979385408,0.14932914563973
"250",250,250,1,5,5,5,5,"Snake-Sahtaneh","new",0.19697165,0.122799562589012,0.0846559194787583,0.168886171996652
"251",251,251,2,5,5,5,5,"Snake-Sahtaneh","new",0.206418773,0.139015824741802,0.0970183705452863,0.190431128684913
"252",252,252,3,5,5,5,5,"Snake-Sahtaneh","new",0.21619701,0.156990274035675,0.110967273852423,0.214016836662734
"253",253,253,4,5,5,5,5,"Snake-Sahtaneh","new",0.226306359,0.176811513240668,0.126640425723614,0.239658966901691
"254",254,254,5,5,5,5,5,"Snake-Sahtaneh","new",0.236745639,0.198545927894387,0.14416829290264,0.267328431422427
"255",255,255,6,5,5,5,5,"Snake-Sahtaneh","new",0.247512418,0.222230770820369,0.163667505154725,0.296944832796268
"256",256,256,7,5,5,5,5,"Snake-Sahtaneh","new",0.258602948,0.247867197429126,0.185233232427199,0.328371796921014
"257",257,257,8,5,5,5,5,"Snake-Sahtaneh","new",0.270012106,0.275413790162025,0.208930691414843,0.361415011254835
"258",258,258,9,5,5,5,5,"Snake-Sahtaneh","new",0.281733342,0.30478122030615,0.234786216680362,0.395823661165516
"259",259,259,10,5,5,5,5,"Snake-Sahtaneh","new",0.293758641,0.335828749471548,0.262778537528372,0.431295688068091
"260",260,260,11,5,5,5,5,"Snake-Sahtaneh","new",0.306078492,0.368363241890842,0.292831091709099,0.46748690142947
"261",261,261,12,5,5,5,5,"Snake-Sahtaneh","new",0.318681878,0.40214122114518,0.324806336923534,0.504023512955847
"262",262,262,13,5,5,5,5,"Snake-Sahtaneh","new",0.331556269,0.436874256736582,0.358503041821044,0.540517203508368
"263",263,263,14,5,5,5,5,"Snake-Sahtaneh","new",0.34468764,0.472237626789728,0.39365740709539,0.576581470785841
"264",264,264,15,5,5,5,5,"Snake-Sahtaneh","new",0.3580605,0.507881818102972,0.42994856384718,0.611847815548679
"265",265,265,16,5,5,5,5,"Snake-Sahtaneh","new",0.371657936,0.543446057914908,0.467008536574005,0.645980348389462
"266",266,266,17,5,5,5,5,"Snake-Sahtaneh","new",0.385461678,0.57857279260341,0.504436201427723,0.678687632335945
"267",267,267,18,5,5,5,5,"Snake-Sahtaneh","new",0.39945218,0.6129218941357,0.541814213410577,0.709730967451386
"268",268,268,19,5,5,5,5,"Snake-Sahtaneh","new",0.413608708,0.646183413997509,0.578727431907356,0.73892879029393
"269",269,269,20,5,5,5,5,"Snake-Sahtaneh","new",0.427909462,0.678087908211302,0.614781140878896,0.766157314912377
"270",270,270,21,5,5,5,5,"Snake-Sahtaneh","new",0.442331689,0.708413683155192,0.64961739231846,0.791347909848196
"271",271,271,22,5,5,5,5,"Snake-Sahtaneh","new",0.45685183,0.736990695436582,0.682928091605928,0.814481944217264
"272",272,272,23,5,5,5,5,"Snake-Sahtaneh","new",0.471445667,0.763701210859892,0.714463924327288,0.835583935630125
"273",273,273,24,5,5,5,5,"Snake-Sahtaneh","new",0.486088478,0.788477630570945,0.744038791096028,0.854713811226349
"274",274,274,25,5,5,5,5,"Snake-Sahtaneh","new",0.50075521,0.81129809265618,0.771529958279535,0.871958984563947
"275",275,275,26,5,5,5,5,"Snake-Sahtaneh","new",0.515420642,0.832180546274538,0.796874559063358,0.887426794352404
"276",276,276,27,5,5,5,5,"Snake-Sahtaneh","new",0.530059564,0.851175985574124,0.820063341809904,0.901237680664933
"277",277,277,28,5,5,5,5,"Snake-Sahtaneh","new",0.544646947,0.868361448125668,0.841132654868054,0.91351931578978
"278",278,278,29,5,5,5,5,"Snake-Sahtaneh","new",0.559158116,0.883833257719608,0.860155606086723,0.924401775391715
"279",279,279,30,5,5,5,5,"Snake-Sahtaneh","new",0.573568912,0.897700851903274,0.877233186786091,0.934013737186202
"280",280,280,0,5,5,5,5,"Maxhamish","new",0.187854543,0.108237131564126,0.0737400979385408,0.160447490868466
"281",281,281,1,5,5,5,5,"Maxhamish","new",0.19697165,0.122799562589012,0.0846559194787583,0.182200686895266
"282",282,282,2,5,5,5,5,"Maxhamish","new",0.206418773,0.139015824741802,0.0970183705452863,0.206178858994426
"283",283,283,3,5,5,5,5,"Maxhamish","new",0.21619701,0.156990274035675,0.110967273852423,0.23241582114113
"284",284,284,4,5,5,5,5,"Maxhamish","new",0.226306359,0.176811513240668,0.126640425723614,0.260894227622693
"285",285,285,5,5,5,5,5,"Maxhamish","new",0.236745639,0.198545927894387,0.14416829290264,0.291536796505612
"286",286,286,6,5,5,5,5,"Maxhamish","new",0.247512418,0.222230770820369,0.163667505154725,0.324199726687387
"287",287,287,7,5,5,5,5,"Maxhamish","new",0.258602948,0.247867197429126,0.185233232427199,0.358669463361378
"288",288,288,8,5,5,5,5,"Maxhamish","new",0.270012106,0.275413790162025,0.208930691414843,0.394663821686885
"289",289,289,9,5,5,5,5,"Maxhamish","new",0.281733342,0.30478122030615,0.234786216680362,0.43183812253058
"290",290,290,10,5,5,5,5,"Maxhamish","new",0.293758641,0.335828749471548,0.262778537528372,0.469796445458966
"291",291,291,11,5,5,5,5,"Maxhamish","new",0.306078492,0.368363241890842,0.292831091709099,0.508107436417851
"292",292,292,12,5,5,5,5,"Maxhamish","new",0.318681878,0.40214122114518,0.324806336923534,0.546323442072685
"293",293,293,13,5,5,5,5,"Maxhamish","new",0.331556269,0.436874256736582,0.358503041821044,0.584001221038549
"294",294,294,14,5,5,5,5,"Maxhamish","new",0.34468764,0.472237626789728,0.39365740709539,0.620722225422656
"295",295,295,15,5,5,5,5,"Maxhamish","new",0.3580605,0.507881818102972,0.42994856384718,0.656110516658029
"296",296,296,16,5,5,5,5,"Maxhamish","new",0.371657936,0.543446057914908,0.467008536574005,0.689846760207111
"297",297,297,17,5,5,5,5,"Maxhamish","new",0.385461678,0.57857279260341,0.504436201427723,0.721677343174721
"298",298,298,18,5,5,5,5,"Maxhamish","new",0.39945218,0.6129218941357,0.541814213410577,0.751418342226254
"299",299,299,19,5,5,5,5,"Maxhamish","new",0.413608708,0.646183413997509,0.578727431907356,0.778954699076685
"300",300,300,20,5,5,5,5,"Maxhamish","new",0.427909462,0.678087908211302,0.614781140878896,0.804235433727456
"301",301,301,21,5,5,5,5,"Maxhamish","new",0.442331689,0.708413683155192,0.64961739231846,0.827265991555588
"302",302,302,22,5,5,5,5,"Maxhamish","new",0.45685183,0.736990695436582,0.682928091605928,0.848098882572599
"303",303,303,23,5,5,5,5,"Maxhamish","new",0.471445667,0.763701210859892,0.714463924327288,0.86682367150333
"304",304,304,24,5,5,5,5,"Maxhamish","new",0.486088478,0.788477630570945,0.744038791096028,0.883557175649936
"305",305,305,25,5,5,5,5,"Maxhamish","new",0.50075521,0.81129809265618,0.771529958279535,0.898434483263675
"306",306,306,26,5,5,5,5,"Maxhamish","new",0.515420642,0.832180546274538,0.796874559063358,0.911601165479856
"307",307,307,27,5,5,5,5,"Maxhamish","new",0.530059564,0.851175985574124,0.820063341809904,0.923206849894895
"308",308,308,28,5,5,5,5,"Maxhamish","new",0.544646947,0.868361448125668,0.841132654868054,0.933400167520349
"309",309,309,29,5,5,5,5,"Maxhamish","new",0.559158116,0.883833257719608,0.860155606086723,0.942324978765049
"310",310,310,30,5,5,5,5,"Maxhamish","new",0.573568912,0.897700851903274,0.877233186786091,0.950117722266456
"311",311,311,0,5,5,5,5,"Rainbows","new",0.405189072,0.108237131564126,0.0737400979385408,0.170101767744327
"312",312,312,1,5,5,5,5,"Rainbows","new",0.403677892,0.122799562589012,0.0846559194787583,0.196366816949607
"313",313,313,2,5,5,5,5,"Rainbows","new",0.402168538,0.139015824741802,0.0970183705452863,0.22558501180058
"314",314,314,3,5,5,5,5,"Rainbows","new",0.400661035,0.156990274035675,0.110967273852423,0.257756288693534
"315",315,315,4,5,5,5,5,"Rainbows","new",0.39915541,0.176811513240668,0.126640425723614,0.292781012007839
"316",316,316,5,5,5,5,5,"Rainbows","new",0.397651689,0.198545927894387,0.14416829290264,0.330446181786781
"317",317,317,6,5,5,5,5,"Rainbows","new",0.396149897,0.222230770820369,0.163667505154725,0.370418923270327
"318",318,318,7,5,5,5,5,"Rainbows","new",0.394650062,0.247867197429126,0.185233232427199,0.412249846249994
"319",319,319,8,5,5,5,5,"Rainbows","new",0.393152208,0.275413790162025,0.208930691414843,0.455387786976603
"320",320,320,9,5,5,5,5,"Rainbows","new",0.391656361,0.30478122030615,0.234786216680362,0.499205755485285
"321",321,321,10,5,5,5,5,"Rainbows","new",0.390162545,0.335828749471548,0.262778537528372,0.543035927109335
"322",322,322,11,5,5,5,5,"Rainbows","new",0.388670788,0.368363241890842,0.292831091709099,0.586209735761769
"323",323,323,12,5,5,5,5,"Rainbows","new",0.387181112,0.40214122114518,0.324806336923534,0.628098061298174
"324",324,324,13,5,5,5,5,"Rainbows","new",0.385693544,0.436874256736582,0.358503041821044,0.668146483250262
"325",325,325,14,5,5,5,5,"Rainbows","new",0.384208109,0.472237626789728,0.39365740709539,0.705901604767209
"326",326,326,15,5,5,5,5,"Rainbows","new",0.382724829,0.507881818102972,0.42994856384718,0.741026214323039
"327",327,327,16,5,5,5,5,"Rainbows","new",0.381243731,0.543446057914908,0.467008536574005,0.773303038837093
"328",328,328,17,5,5,5,5,"Rainbows","new",0.379764839,0.57857279260341,0.504436201427723,0.802628549318642
"329",329,329,18,5,5,5,5,"Rainbows","new",0.378288175,0.6129218941357,0.541814213410577,0.828999380470842
"330",330,330,19,5,5,5,5,"Rainbows","new",0.376813766,0.646183413997509,0.578727431907356,0.852494326962815
"331",331,331,20,5,5,5,5,"Rainbows","new",0.375341633,0.678087908211302,0.614781140878896,0.873254689284367
"332",332,332,21,5,5,5,5,"Rainbows","new",0.373871802,0.708413683155192,0.64961739231846,0.891465176363301
"333",333,333,22,5,5,5,5,"Rainbows","new",0.372404294,0.736990695436582,0.682928091605928,0.907336857754169
"334",334,334,23,5,5,5,5,"Rainbows","new",0.370939135,0.763701210859892,0.714463924327288,0.921092971893162
"335",335,335,24,5,5,5,5,"Rainbows","new",0.369476346,0.788477630570945,0.744038791096028,0.932957841919399
"336",336,336,25,5,5,5,5,"Rainbows","new",0.368015951,0.81129809265618,0.771529958279535,0.943148763609342
"337",337,337,26,5,5,5,5,"Rainbows","new",0.366557973,0.832180546274538,0.796874559063358,0.951870502112811
"338",338,338,27,5,5,5,5,"Rainbows","new",0.365102434,0.851175985574124,0.820063341809904,0.959311933067997
"339",339,339,28,5,5,5,5,"Rainbows","new",0.363649356,0.868361448125668,0.841132654868054,0.96564435056369
"340",340,340,29,5,5,5,5,"Rainbows","new",0.362198762,0.883833257719608,0.860155606086723,0.971021004268728
"341",341,341,30,5,5,5,5,"Rainbows","new",0.360750675,0.897700851903274,0.877233186786091,0.975577493860074
"342",342,342,0,5,5,5,5,"Charlotte Alplands","new",0.235361152,0.108237131564126,0.0737400979385408,0.170101767744327
"343",343,343,1,5,5,5,5,"Charlotte Alplands","new",0.273050741,0.122799562589012,0.0846559194787583,0.196366816949607
"344",344,344,2,5,5,5,5,"Charlotte Alplands","new",0.314294973,0.139015824741802,0.0970183705452863,0.22558501180058
"345",345,345,3,5,5,5,5,"Charlotte Alplands","new",0.358695129,0.156990274035675,0.110967273852423,0.257756288693534
"346",346,346,4,5,5,5,5,"Charlotte Alplands","new",0.405656976,0.176811513240668,0.126640425723614,0.292781012007839
"347",347,347,5,5,5,5,5,"Charlotte Alplands","new",0.45441065,0.198545927894387,0.14416829290264,0.330446181786781
"348",348,348,6,5,5,5,5,"Charlotte Alplands","new",0.504054451,0.222230770820369,0.163667505154725,0.370418923270327
"349",349,349,7,5,5,5,5,"Charlotte Alplands","new",0.553618436,0.247867197429126,0.185233232427199,0.412249846249994
"350",350,350,8,5,5,5,5,"Charlotte Alplands","new",0.60213886,0.275413790162025,0.208930691414843,0.455387786976603
"351",351,351,9,5,5,5,5,"Charlotte Alplands","new",0.648731601,0.30478122030615,0.234786216680362,0.499205755485285
"352",352,352,10,5,5,5,5,"Charlotte Alplands","new",0.692653035,0.335828749471548,0.262778537528372,0.543035927109335
"353",353,353,11,5,5,5,5,"Charlotte Alplands","new",0.733340068,0.368363241890842,0.292831091709099,0.586209735761769
"354",354,354,12,5,5,5,5,"Charlotte Alplands","new",0.770426106,0.40214122114518,0.324806336923534,0.628098061298174
"355",355,355,13,5,5,5,5,"Charlotte Alplands","new",0.803734748,0.436874256736582,0.358503041821044,0.668146483250262
"356",356,356,14,5,5,5,5,"Charlotte Alplands","new",0.833256619,0.472237626789728,0.39365740709539,0.705901604767209
"357",357,357,15,5,5,5,5,"Charlotte Alplands","new",0.859116243,0.507881818102972,0.42994856384718,0.741026214323039
"358",358,358,16,5,5,5,5,"Charlotte Alplands","new",0.881535564,0.543446057914908,0.467008536574005,0.773303038837093
"359",359,359,17,5,5,5,5,"Charlotte Alplands","new",0.900799173,0.57857279260341,0.504436201427723,0.802628549318642
"360",360,360,18,5,5,5,5,"Charlotte Alplands","new",0.917224446,0.6129218941357,0.541814213410577,0.828999380470842
"361",361,361,19,5,5,5,5,"Charlotte Alplands","new",0.931137992,0.646183413997509,0.578727431907356,0.852494326962815
"362",362,362,20,5,5,5,5,"Charlotte Alplands","new",0.942858539,0.678087908211302,0.614781140878896,0.873254689284367
"363",363,363,21,5,5,5,5,"Charlotte Alplands","new",0.952685577,0.708413683155192,0.64961739231846,0.891465176363301
"364",364,364,22,5,5,5,5,"Charlotte Alplands","new",0.960892684,0.736990695436582,0.682928091605928,0.907336857754169
"365",365,365,23,5,5,5,5,"Charlotte Alplands","new",0.967724425,0.763701210859892,0.714463924327288,0.921092971893162
"366",366,366,24,5,5,5,5,"Charlotte Alplands","new",0.973395758,0.788477630570945,0.744038791096028,0.932957841919399
"367",367,367,25,5,5,5,5,"Charlotte Alplands","new",0.978093106,0.81129809265618,0.771529958279535,0.943148763609342
"368",368,368,26,5,5,5,5,"Charlotte Alplands","new",0.98197643,0.832180546274538,0.796874559063358,0.951870502112811
"369",369,369,27,5,5,5,5,"Charlotte Alplands","new",0.985181805,0.851175985574124,0.820063341809904,0.959311933067997
"370",370,370,28,5,5,5,5,"Charlotte Alplands","new",0.987824193,0.868361448125668,0.841132654868054,0.96564435056369
"371",371,371,29,5,5,5,5,"Charlotte Alplands","new",0.990000172,0.883833257719608,0.860155606086723,0.971021004268728
"372",372,372,30,5,5,5,5,"Charlotte Alplands","new",0.991790507,0.897700851903274,0.877233186786091,0.975577493860074
"373",373,373,0,5,5,5,5,"Spatsizi","new",0.153998281,0.108237131564126,0.0737400979385408,0.170101767744327
"374",374,374,1,5,5,5,5,"Spatsizi","new",0.158071463,0.122799562589012,0.0846559194787583,0.196366816949607
"375",375,375,2,5,5,5,5,"Spatsizi","new",0.16223172,0.139015824741802,0.0970183705452863,0.22558501180058
"376",376,376,3,5,5,5,5,"Spatsizi","new",0.166479819,0.156990274035675,0.110967273852423,0.257756288693534
"377",377,377,4,5,5,5,5,"Spatsizi","new",0.170816475,0.176811513240668,0.126640425723614,0.292781012007839
"378",378,378,5,5,5,5,5,"Spatsizi","new",0.175242347,0.198545927894387,0.14416829290264,0.330446181786781
"379",379,379,6,5,5,5,5,"Spatsizi","new",0.179758033,0.222230770820369,0.163667505154725,0.370418923270327
"380",380,380,7,5,5,5,5,"Spatsizi","new",0.18436407,0.247867197429126,0.185233232427199,0.412249846249994
"381",381,381,8,5,5,5,5,"Spatsizi","new",0.189060926,0.275413790162025,0.208930691414843,0.455387786976603
"382",382,382,9,5,5,5,5,"Spatsizi","new",0.193849001,0.30478122030615,0.234786216680362,0.499205755485285
"383",383,383,10,5,5,5,5,"Spatsizi","new",0.19872862,0.335828749471548,0.262778537528372,0.543035927109335
"384",384,384,11,5,5,5,5,"Spatsizi","new",0.203700033,0.368363241890842,0.292831091709099,0.586209735761769
"385",385,385,12,5,5,5,5,"Spatsizi","new",0.208763409,0.40214122114518,0.324806336923534,0.628098061298174
"386",386,386,13,5,5,5,5,"Spatsizi","new",0.213918835,0.436874256736582,0.358503041821044,0.668146483250262
"387",387,387,14,5,5,5,5,"Spatsizi","new",0.219166309,0.472237626789728,0.39365740709539,0.705901604767209
"388",388,388,15,5,5,5,5,"Spatsizi","new",0.224505741,0.507881818102972,0.42994856384718,0.741026214323039
"389",389,389,16,5,5,5,5,"Spatsizi","new",0.22993695,0.543446057914908,0.467008536574005,0.773303038837093
"390",390,390,17,5,5,5,5,"Spatsizi","new",0.235459656,0.57857279260341,0.504436201427723,0.802628549318642
"391",391,391,18,5,5,5,5,"Spatsizi","new",0.241073482,0.6129218941357,0.541814213410577,0.828999380470842
"392",392,392,19,5,5,5,5,"Spatsizi","new",0.246777951,0.646183413997509,0.578727431907356,0.852494326962815
"393",393,393,20,5,5,5,5,"Spatsizi","new",0.25257248,0.678087908211302,0.614781140878896,0.873254689284367
"394",394,394,21,5,5,5,5,"Spatsizi","new",0.258456383,0.708413683155192,0.64961739231846,0.891465176363301
"395",395,395,22,5,5,5,5,"Spatsizi","new",0.264428862,0.736990695436582,0.682928091605928,0.907336857754169
"396",396,396,23,5,5,5,5,"Spatsizi","new",0.270489013,0.763701210859892,0.714463924327288,0.921092971893162
"397",397,397,24,5,5,5,5,"Spatsizi","new",0.276635817,0.788477630570945,0.744038791096028,0.932957841919399
"398",398,398,25,5,5,5,5,"Spatsizi","new",0.282868143,0.81129809265618,0.771529958279535,0.943148763609342
"399",399,399,26,5,5,5,5,"Spatsizi","new",0.289184745,0.832180546274538,0.796874559063358,0.951870502112811
"400",400,400,27,5,5,5,5,"Spatsizi","new",0.295584262,0.851175985574124,0.820063341809904,0.959311933067997
"401",401,401,28,5,5,5,5,"Spatsizi","new",0.302065215,0.868361448125668,0.841132654868054,0.96564435056369
"402",402,402,29,5,5,5,5,"Spatsizi","new",0.30862601,0.883833257719608,0.860155606086723,0.971021004268728
"403",403,403,30,5,5,5,5,"Spatsizi","new",0.315264936,0.897700851903274,0.877233186786091,0.975577493860074
"404",404,404,0,5,5,5,5,"Pink Mountain","new",0.076689974,0.108237131564126,0.0737400979385408,0.170101767744327
"405",405,405,1,5,5,5,5,"Pink Mountain","new",0.086446822,0.122799562589012,0.0846559194787583,0.196366816949607
"406",406,406,2,5,5,5,5,"Pink Mountain","new",0.097314149,0.139015824741802,0.0970183705452863,0.22558501180058
"407",407,407,3,5,5,5,5,"Pink Mountain","new",0.109384045,0.156990274035675,0.110967273852423,0.257756288693534
"408",408,408,4,5,5,5,5,"Pink Mountain","new",0.122747407,0.176811513240668,0.126640425723614,0.292781012007839
"409",409,409,5,5,5,5,5,"Pink Mountain","new",0.137491324,0.198545927894387,0.14416829290264,0.330446181786781
"410",410,410,6,5,5,5,5,"Pink Mountain","new",0.153695942,0.222230770820369,0.163667505154725,0.370418923270327
"411",411,411,7,5,5,5,5,"Pink Mountain","new",0.171430822,0.247867197429126,0.185233232427199,0.412249846249994
"412",412,412,8,5,5,5,5,"Pink Mountain","new",0.190750871,0.275413790162025,0.208930691414843,0.455387786976603
"413",413,413,9,5,5,5,5,"Pink Mountain","new",0.211691974,0.30478122030615,0.234786216680362,0.499205755485285
"414",414,414,10,5,5,5,5,"Pink Mountain","new",0.234266524,0.335828749471548,0.262778537528372,0.543035927109335
"415",415,415,11,5,5,5,5,"Pink Mountain","new",0.258459117,0.368363241890842,0.292831091709099,0.586209735761769
"416",416,416,12,5,5,5,5,"Pink Mountain","new",0.284222734,0.40214122114518,0.324806336923534,0.628098061298174
"417",417,417,13,5,5,5,5,"Pink Mountain","new",0.311475784,0.436874256736582,0.358503041821044,0.668146483250262
"418",418,418,14,5,5,5,5,"Pink Mountain","new",0.340100372,0.472237626789728,0.39365740709539,0.705901604767209
"419",419,419,15,5,5,5,5,"Pink Mountain","new",0.369942145,0.507881818102972,0.42994856384718,0.741026214323039
"420",420,420,16,5,5,5,5,"Pink Mountain","new",0.40081196,0.543446057914908,0.467008536574005,0.773303038837093
"421",421,421,17,5,5,5,5,"Pink Mountain","new",0.432489514,0.57857279260341,0.504436201427723,0.802628549318642
"422",422,422,18,5,5,5,5,"Pink Mountain","new",0.464728878,0.6129218941357,0.541814213410577,0.828999380470842
"423",423,423,19,5,5,5,5,"Pink Mountain","new",0.497265709,0.646183413997509,0.578727431907356,0.852494326962815
"424",424,424,20,5,5,5,5,"Pink Mountain","new",0.529825714,0.678087908211302,0.614781140878896,0.873254689284367
"425",425,425,21,5,5,5,5,"Pink Mountain","new",0.562133821,0.708413683155192,0.64961739231846,0.891465176363301
"426",426,426,22,5,5,5,5,"Pink Mountain","new",0.593923399,0.736990695436582,0.682928091605928,0.907336857754169
"427",427,427,23,5,5,5,5,"Pink Mountain","new",0.624944886,0.763701210859892,0.714463924327288,0.921092971893162
"428",428,428,24,5,5,5,5,"Pink Mountain","new",0.654973243,0.788477630570945,0.744038791096028,0.932957841919399
"429",429,429,25,5,5,5,5,"Pink Mountain","new",0.683813794,0.81129809265618,0.771529958279535,0.943148763609342
"430",430,430,26,5,5,5,5,"Pink Mountain","new",0.71130618,0.832180546274538,0.796874559063358,0.951870502112811
"431",431,431,27,5,5,5,5,"Pink Mountain","new",0.737326352,0.851175985574124,0.820063341809904,0.959311933067997
"432",432,432,28,5,5,5,5,"Pink Mountain","new",0.761786711,0.868361448125668,0.841132654868054,0.96564435056369
"433",433,433,29,5,5,5,5,"Pink Mountain","new",0.784634615,0.883833257719608,0.860155606086723,0.971021004268728
"434",434,434,30,5,5,5,5,"Pink Mountain","new",0.805849605,0.897700851903274,0.877233186786091,0.975577493860074
"435",435,435,0,5,5,5,5,"Muskwa","new",0.050344067,0.108237131564126,0.0737400979385408,0.170101767744327
"436",436,436,1,5,5,5,5,"Muskwa","new",0.051163042,0.122799562589012,0.0846559194787583,0.196366816949607
"437",437,437,2,5,5,5,5,"Muskwa","new",0.051994609,0.139015824741802,0.0970183705452863,0.22558501180058
"438",438,438,3,5,5,5,5,"Muskwa","new",0.05283894,0.156990274035675,0.110967273852423,0.257756288693534
"439",439,439,4,5,5,5,5,"Muskwa","new",0.053696205,0.176811513240668,0.126640425723614,0.292781012007839
"440",440,440,5,5,5,5,5,"Muskwa","new",0.054566577,0.198545927894387,0.14416829290264,0.330446181786781
"441",441,441,6,5,5,5,5,"Muskwa","new",0.05545023,0.222230770820369,0.163667505154725,0.370418923270327
"442",442,442,7,5,5,5,5,"Muskwa","new",0.05634734,0.247867197429126,0.185233232427199,0.412249846249994
"443",443,443,8,5,5,5,5,"Muskwa","new",0.057258085,0.275413790162025,0.208930691414843,0.455387786976603
"444",444,444,9,5,5,5,5,"Muskwa","new",0.058182642,0.30478122030615,0.234786216680362,0.499205755485285
"445",445,445,10,5,5,5,5,"Muskwa","new",0.059121192,0.335828749471548,0.262778537528372,0.543035927109335
"446",446,446,11,5,5,5,5,"Muskwa","new",0.060073917,0.368363241890842,0.292831091709099,0.586209735761769
