"scenario","compartment","timeperiod","critical_hab","dist500","dist500_per","dist","dist_per"
"cg_bau_a3_rNA","TFL48",0,"Burnt_Pine HESR","2101","10.9199584199584","138","0.717255717255717"
"cg_bau_a3_rNA","TFL48",0,"Burnt_Pine HEWR","9","13.0434782608696","0","0"
"cg_bau_a3_rNA","TFL48",0,"Burnt_Pine HEWSR","647","3.15748377336392","30","0.146405739104973"
"cg_bau_a3_rNA","TFL48",0,"Burnt_Pine Matrix","73440","62.1624824363901","26116","22.1056017335071"
"cg_bau_a3_rNA","TFL48",0,"Graham HESR","246","15.9636599610642","17","1.10317975340688"
"cg_bau_a3_rNA","TFL48",0,"Graham HEWSR","1505","14.5621673923561","548","5.30237058538945"
"cg_bau_a3_rNA","TFL48",0,"Graham Matrix","11229","38.3333902297477","2328","7.94729116171099"
"cg_bau_a3_rNA","TFL48",0,"Hart_Ranges HEWSR","0","0","0","0"
"cg_bau_a3_rNA","TFL48",0,"Kennedy_Siding HESR","2","0.156985871271586","0","0"
"cg_bau_a3_rNA","TFL48",0,"Kennedy_Siding HEWR","100","4.73709142586452","0","0"
"cg_bau_a3_rNA","TFL48",0,"Kennedy_Siding HEWSR","39","0.723562152133581","0","0"
"cg_bau_a3_rNA","TFL48",0,"Kennedy_Siding Matrix","6119","43.6136849607983","2146","15.295794725588"
"cg_bau_a3_rNA","TFL48",0,"Moberly HESR","345","6.05475605475605","25","0.438750438750439"
"cg_bau_a3_rNA","TFL48",0,"Moberly HEWR","839","22.6206524669722","48","1.29414936640604"
"cg_bau_a3_rNA","TFL48",0,"Moberly HEWSR","310","1.19336335989529","12","0.0461947107056242"
"cg_bau_a3_rNA","TFL48",0,"Moberly Matrix","70421","58.5349026648712","21703","18.0398317623394"
"cg_bau_a3_rNA","TFL48",0,"Quintette HESR","3796","31.8136104592692","1096","9.18538384177003"
"cg_bau_a3_rNA","TFL48",0,"Quintette HEWR","384","31.1688311688312","76","6.16883116883117"
"cg_bau_a3_rNA","TFL48",0,"Quintette HEWSR","4089","16.2713887783526","1398","5.56307202546757"
"cg_bau_a3_rNA","TFL48",0,"Quintette Matrix","64814","59.4683867179257","20366","18.6862894420538"
"cg_bau_a3_rNA","TFL48",5,"Burnt_Pine HESR","2108","10.956340956341","138","0.717255717255717"
"cg_bau_a3_rNA","TFL48",5,"Burnt_Pine HEWR","9","13.0434782608696","0","0"
"cg_bau_a3_rNA","TFL48",5,"Burnt_Pine HEWSR","658","3.21116587770241","30","0.146405739104973"
"cg_bau_a3_rNA","TFL48",5,"Burnt_Pine Matrix","77107","65.2663743630546","27531","23.3033129623673"
"cg_bau_a3_rNA","TFL48",5,"Graham HESR","246","15.9636599610642","17","1.10317975340688"
"cg_bau_a3_rNA","TFL48",5,"Graham HEWSR","1505","14.5621673923561","548","5.30237058538945"
"cg_bau_a3_rNA","TFL48",5,"Graham Matrix","10971","37.452633735022","2312","7.89267060389854"
"cg_bau_a3_rNA","TFL48",5,"Hart_Ranges HEWSR","0","0","0","0"
"cg_bau_a3_rNA","TFL48",5,"Kennedy_Siding HESR","2","0.156985871271586","0","0"
"cg_bau_a3_rNA","TFL48",5,"Kennedy_Siding HEWR","100","4.73709142586452","0","0"
"cg_bau_a3_rNA","TFL48",5,"Kennedy_Siding HEWSR","39","0.723562152133581","0","0"
"cg_bau_a3_rNA","TFL48",5,"Kennedy_Siding Matrix","6120","43.6208125445474","2149","15.3171774768354"
"cg_bau_a3_rNA","TFL48",5,"Moberly HESR","459","8.05545805545806","41","0.71955071955072"
"cg_bau_a3_rNA","TFL48",5,"Moberly HEWR","1092","29.4418980857374","66","1.7794553788083"
"cg_bau_a3_rNA","TFL48",5,"Moberly HEWSR","557","2.14420448858606","43","0.165531046695153"
"cg_bau_a3_rNA","TFL48",5,"Moberly Matrix","77196","64.1663757418583","26639","22.1427027745915"
"cg_bau_a3_rNA","TFL48",5,"Quintette HESR","3769","31.5873281930942","1107","9.27757291317466"
"cg_bau_a3_rNA","TFL48",5,"Quintette HEWR","361","29.3019480519481","76","6.16883116883117"
"cg_bau_a3_rNA","TFL48",5,"Quintette HEWSR","3957","15.7461201750895","1393","5.54317548746518"
"cg_bau_a3_rNA","TFL48",5,"Quintette Matrix","64555","59.2307480571434","20177","18.5128774463478"
"cg_bau_a3_rNA","TFL48",10,"Burnt_Pine HESR","2260","11.7463617463617","154","0.8004158004158"
"cg_bau_a3_rNA","TFL48",10,"Burnt_Pine HEWR","38","55.0724637681159","4","5.79710144927536"
"cg_bau_a3_rNA","TFL48",10,"Burnt_Pine HEWSR","1122","5.47557464252599","67","0.32697281733444"
"cg_bau_a3_rNA","TFL48",10,"Burnt_Pine Matrix","82965","70.2248142066327","31012","26.2497672292665"
"cg_bau_a3_rNA","TFL48",10,"Graham HESR","243","15.7689811810513","17","1.10317975340688"
"cg_bau_a3_rNA","TFL48",10,"Graham HEWSR","1421","13.7493952588292","507","4.90566037735849"
"cg_bau_a3_rNA","TFL48",10,"Graham Matrix","10363","35.377052538149","2203","7.52056805380125"
"cg_bau_a3_rNA","TFL48",10,"Hart_Ranges HEWSR","0","0","0","0"
"cg_bau_a3_rNA","TFL48",10,"Kennedy_Siding HESR","5","0.392464678178964","0","0"
"cg_bau_a3_rNA","TFL48",10,"Kennedy_Siding HEWR","104","4.9265750828991","0","0"
"cg_bau_a3_rNA","TFL48",10,"Kennedy_Siding HEWSR","49","0.909090909090909","0","0"
"cg_bau_a3_rNA","TFL48",10,"Kennedy_Siding Matrix","8472","60.3848895224519","2775","19.7790449037776"
"cg_bau_a3_rNA","TFL48",10,"Moberly HESR","431","7.56405756405756","39","0.684450684450684"
"cg_bau_a3_rNA","TFL48",10,"Moberly HEWR","1076","29.010514963602","64","1.72553248854139"
"cg_bau_a3_rNA","TFL48",10,"Moberly HEWSR","488","1.87858490202872","40","0.153982369018747"
"cg_bau_a3_rNA","TFL48",10,"Moberly Matrix","75024","62.3609795022692","24509","20.372217512011"
"cg_bau_a3_rNA","TFL48",10,"Quintette HESR","3541","29.6765001676165","1058","8.86691250419041"
"cg_bau_a3_rNA","TFL48",10,"Quintette HEWR","350","28.4090909090909","76","6.16883116883117"
"cg_bau_a3_rNA","TFL48",10,"Quintette HEWSR","3778","15.0338241146041","1368","5.44369279745324"
"cg_bau_a3_rNA","TFL48",10,"Quintette Matrix","67787","62.1961849360945","21863","20.0598225508996"
"cg_bau_a3_rNA","TFL48",15,"Burnt_Pine HESR","2240","11.6424116424116","154","0.8004158004158"
"cg_bau_a3_rNA","TFL48",15,"Burnt_Pine HEWR","38","55.0724637681159","4","5.79710144927536"
"cg_bau_a3_rNA","TFL48",15,"Burnt_Pine HEWSR","1122","5.47557464252599","67","0.32697281733444"
"cg_bau_a3_rNA","TFL48",15,"Burnt_Pine Matrix","83081","70.3230011342283","31342","26.5290921094954"
"cg_bau_a3_rNA","TFL48",15,"Graham HESR","243","15.7689811810513","17","1.10317975340688"
"cg_bau_a3_rNA","TFL48",15,"Graham HEWSR","1417","13.7106918238994","507","4.90566037735849"
"cg_bau_a3_rNA","TFL48",15,"Graham Matrix","10048","34.3017103062165","2190","7.47618885057864"
"cg_bau_a3_rNA","TFL48",15,"Hart_Ranges HEWSR","0","0","0","0"
"cg_bau_a3_rNA","TFL48",15,"Kennedy_Siding HESR","5","0.392464678178964","0","0"
"cg_bau_a3_rNA","TFL48",15,"Kennedy_Siding HEWR","121","5.73188062529607","0","0"
"cg_bau_a3_rNA","TFL48",15,"Kennedy_Siding HEWSR","49","0.909090909090909","0","0"
"cg_bau_a3_rNA","TFL48",15,"Kennedy_Siding Matrix","9532","67.9401282965075","3321","23.6707056307912"
"cg_bau_a3_rNA","TFL48",15,"Moberly HESR","431","7.56405756405756","39","0.684450684450684"
"cg_bau_a3_rNA","TFL48",15,"Moberly HEWR","1037","27.9590186033971","64","1.72553248854139"
"cg_bau_a3_rNA","TFL48",15,"Moberly HEWSR","488","1.87858490202872","40","0.153982369018747"
"cg_bau_a3_rNA","TFL48",15,"Moberly Matrix","75547","62.7957042874005","23848","19.8227852309943"
"cg_bau_a3_rNA","TFL48",15,"Quintette HESR","4731","39.6496815286624","1196","10.0234663090848"
"cg_bau_a3_rNA","TFL48",15,"Quintette HEWR","350","28.4090909090909","77","6.25"
"cg_bau_a3_rNA","TFL48",15,"Quintette HEWSR","3786","15.0656585754079","1368","5.44369279745324"
"cg_bau_a3_rNA","TFL48",15,"Quintette Matrix","74427","68.2885428804742","26369","24.1941847342392"
"cg_bau_a3_rNA","TFL48",20,"Burnt_Pine HESR","2188","11.3721413721414","154","0.8004158004158"
"cg_bau_a3_rNA","TFL48",20,"Burnt_Pine HEWR","38","55.0724637681159","4","5.79710144927536"
"cg_bau_a3_rNA","TFL48",20,"Burnt_Pine HEWSR","1122","5.47557464252599","67","0.32697281733444"
"cg_bau_a3_rNA","TFL48",20,"Burnt_Pine Matrix","82894","70.1647170354319","31207","26.4148228403108"
"cg_bau_a3_rNA","TFL48",20,"Graham HESR","243","15.7689811810513","17","1.10317975340688"
"cg_bau_a3_rNA","TFL48",20,"Graham HEWSR","1417","13.7106918238994","507","4.90566037735849"
"cg_bau_a3_rNA","TFL48",20,"Graham Matrix","10048","34.3017103062165","2190","7.47618885057864"
"cg_bau_a3_rNA","TFL48",20,"Hart_Ranges HEWSR","0","0","0","0"
"cg_bau_a3_rNA","TFL48",20,"Kennedy_Siding HESR","5","0.392464678178964","0","0"
"cg_bau_a3_rNA","TFL48",20,"Kennedy_Siding HEWR","83","3.93178588346755","0","0"
"cg_bau_a3_rNA","TFL48",20,"Kennedy_Siding HEWSR","34","0.630797773654917","0","0"
"cg_bau_a3_rNA","TFL48",20,"Kennedy_Siding Matrix","9445","67.320028510335","3105","22.1311475409836"
"cg_bau_a3_rNA","TFL48",20,"Moberly HESR","398","6.98490698490699","29","0.508950508950509"
"cg_bau_a3_rNA","TFL48",20,"Moberly HEWR","979","26.3952547856565","59","1.59072526287409"
"cg_bau_a3_rNA","TFL48",20,"Moberly HEWSR","475","1.82854063209763","40","0.153982369018747"
"cg_bau_a3_rNA","TFL48",20,"Moberly Matrix","83430","69.3481621864246","29608","24.6105763636061"
"cg_bau_a3_rNA","TFL48",20,"Quintette HESR","4702","39.4066376131411","1162","9.73851827019779"
"cg_bau_a3_rNA","TFL48",20,"Quintette HEWR","347","28.1655844155844","75","6.08766233766234"
"cg_bau_a3_rNA","TFL48",20,"Quintette HEWSR","3759","14.958217270195","1360","5.41185833664942"
"cg_bau_a3_rNA","TFL48",20,"Quintette Matrix","74281","68.1545844076008","26160","24.0024222627972"
